text,label
"Uma TV Completa Dentro de um Padrão Básico. Para Quem Quer uma TV Grande e Que Não Tenha Muitas Funções.
Seu Pior Ponto Negativo é o Som, pois Pelo Preço, deveria ser de Ótima Qualidade, com ele você não escuta corretamente os Graves e Agudos, Pois sua potência é Péssima, chegando a parecer que o Problema é da própria TV.",-1
Gente nao comprar vcs vao ter muita dor de cabeça…,-1
"Péssimo, não vale apena.",-1
É  BOM  PRODUTO E  GOSTARIA DE MELHORIA EM UMA BATERIA DE   LONGA DURAÇÃO,1
Bom produto .,1
"A LG está muito bem no mercado, essa tv é de excelente qualidade, tem várias funções de fácil manuseio. O som também é muito bom, os vendedores das lojas disseram que essa era a melhor da categoria se tratando de imagem, isso posso confirmar a voces. Mas como nem tudo é como a gente quer, aqui vai uma avaliação negativa, que considero ser muito importante para uma televisão, o controle remoto deixou muito a desejar, achei que fosse um problema apenas do meu controle, pois vc precisa apertar com força os botões, acabei de ler um relato de um modelo anterior com o mesmo problema(modelo LG Flatron RP-29FA35A 29"" ). A LG errou em não ter corrigido esse problema.",1
"Gostei do design dele, mas a duração da bateria é muito pouca.",-1
"A MULTILASER DEVERÁ TOMAR UMA PROVIDÊNCIA IMEDIATA, TIPO RECALL NESSES APARELHOS TABLET PC LIFE. AO QUE TUDO INDICA E PELA QUANTIDADE DE RECLAMAÇÕES O DEFEITO É DE FABRICAÇÃO.  NÃO SE CONSEGUE USAR O APARELHO NORMALMENTE. NÃO DURA MAIS DO QUE ALGUNS MINUTOS E LOGO TRAVA, SEM RECURSOS PARA O DESTRAVAMENTE, SÓ DEPOIS QUE A BATERIA DESCARREGAR.",-1
"Para as minhas necessidades, ficou muito bem. Boa para jogar, imagem linda, me irrita um pouco não poder aumentar as cores sem o barulho chato e o som ser abafado, mas no geral tem um excelente custo beneficio.",1
"Bonito design, nitidez das imagens, som explêndido. Super controle remoto.",1
"Se arrependimento matasse, eu estava morta! Lindo e com uma configuração muito boa para uso doméstico, tive problemas com ele já nos primeiros meses. Vencida a garantia de 1 ano, passadas umas semanas, o computador simplesmente pifou. Já tem pelo menos 1 semestre que ele virou enfeite de mesa, porque ele não funciona e a autorizada que eu levei da outra vez, fechou.",-1
sinto muito mais eu não compraria outra vezaessa lcd pela imagem,-1
"1000, pois perde no design para o conocrrente iMac",-1
"Me parece uma maquina interessante, só o preço que ainda está salgado, vou aguardar um pouco para comprar",1
Televisão com imagem e som de ótima qualidade! Tela plana e 21 polegadas. Som estéreo e opções SAP. Muito facil instalação e uso. Controle remoto simples e garantia que só a Toshiba tem..,1
"em poucas palavras, o botão de sintonizar, preciza ser mais macil.",-1
"Comprei e estou esperando chegar. Gosto muito dos produtos Samsung, pois são muito confiáveis, bonitos e com tecnologia de ponta. Há muito pensava em adquirir uma câmera nova, mas ainda não havia encontrado uma que atendesse ao requisito de conectividade, com internet, TV e smartphone (possuo um Galaxy SII), então, pesquisando no Buscapé encontrei essa opção com preço muito interessante pelo que proporciona.",1
Excelente desmepenho. Custo / benefício. Adquiri e não tive problema algum.,1
"comprei uma tv60lg modelo ls5700 em menos de 20 dias apresentou problemas, não aparece imagem somente som um produto tão caro e de alta tecnologia e com qualidade duvidosa, menos mal que a fabrica se prontificou e efetuou a troca do aparelho mesmo fora do prazo de 7 dias uteis, porque se dependesse da loja ""WALMART""  ainda estaria com a mesma tv só teria enviado a assistência técnica, não recomendo este modelo.",-1
"Não compraria de novo. Apesar de bonito, tive problemas com ele. Estou tentando falar no site da Sony Ericsson e não tem um sistema de ""Fale Conosco"" pois estou com receio de que tenha outros problemas. Ter que reiniciar o telefone e ficar com a sensação de que a bateria vai acabar a qualquer momento é muito chato. Indico Nokia, nunca tive problemas com esta marca.",-1
"Custo Beneficio razoável, tablets com mais recursos na mesma faixa de preço",-1
"Quando fui comprar esta TV, que seria destinada ao computador e o video game, somente procurava por um modelo full HD sem conversor, pois não era destinada a assistir programas de TV; Mas pelo preço, optei por leva-la.
Quando á liguei, fiquei surpreendido, que imagem em HD, melhor do que a que outra que  tenho em casa, que é de uma marca bem mais conhecida e cara.
Uma ótima quantidade de entradas, sendo que só HDMI, são quatro, evita muito o tira e põe de cabos, o tempo todo.
No video game surpreende pela qualidade dos gráficos, que ficaram muito lindos em 1080i, neste aparelho de TV.
Não esquenta nada, e tem um maravilhoso, contraste, que pode ser alterado por uma função que o expande ainda mais!
Bom se alguem precisa de um aparelho de TV, muito bom e barato, este é recomendado por mim com avaliação muito boa!",1
"Bom Preço, Bom Processador, Ótima memoria de HD e memoria RAM",1
É UM OTIMO APARELHO PARA QUEM QUER CUSTO BENEFICIO,1
"Tenho minhas dúvidas quanto a marca do aparelho, o som por exemplo
é muito baixo.",-1
"""Quando decidi que era este o produto, eu já estava satisfeita com as suas funcionalidades e passei a comparar preço nas lojas. Quando recebi em casa, o produto me encantou ainda mais. É mais compacto do que eu imaginava, seus botões e imagens são realmente intuitivos e o manual é tão completo que é preciso conter a vontade de partir logo para a utilização.""",1
"Produto bem acima do básico, com boa memória e conectividade. Valeu pelo custo-benefício.",1
"otimo brinquedo, devido ao custo beneficio,é o que tem de melhor no mercado",1
"O tablet sansung P5110 é muito bom, un designe lindo, super fino, bem leve.
a resposta é muito boa, as paginas correm muito bem , sem travar
o preço ainda esta um pouco salgado , mas vale a pena.
Na minha opinião é o melhor tablet depois da Apple",1
Recomendo a quem quer um produto simples e eficiente,1
Produto muito bom !,1
muito boa qualidade e preço e muitas funçoes; Lcd; Durabilidade; caracteristicas,1
"Apresentação e qualidade das fotos e videos excelentes.  Pelo preço, comparado a produtos similares deveria acompanhar cartão de memória.  Equipamentos virou do tripé de fixação a uma altura de 10 cm e trancou a objetiva, tendo que ser levada a assistência técnica, pois dava mensagem de erro ao tentar ligar.",1
"O produto é bom, mas dói pagar o preço cobrado.",1
"ESTE APARELHO ACABA A BATERIA MUITO RAPIDO,O ACESSO AS FERRAMENTAS DO APARELHO É CONFUSO DO NADA APAGA A TELA MESMO ABILITADO PARA DURAR MAIS TEMPO. O ACESSO PARA DESBLOQUEAR O TECLADO É PESSIMO
",-1
"OLÁ COLEGAS, QUERO DEIXAR AQUI A MINHA INDIGNAÇÃO COM A EMPRESA DL, COMPREI UM TABLET DA MESMA E APRESENTOU DEFEITO NA TELA, ENTREI EM CONTATO COM O SAC E FUI ORIENTADO A ENVIAR O PRODUTO A FABRICA, PASSADOS 30 DIAS, ME LIGAM DIZENDO  QUE TENHO QUE PAGAR PELO REPARO ( VALOR 130,00 ), DETALHE SÓ LIGARAM APÓS UMA COBRANÇA DA MINHA PARTE SOBRE A SITUAÇÃO DO PRODUTO, AGORA PERGUNTO: COMPREI UM PRODUTO NOVO, COM GARANTIA,  PORQUE TENHO QUE PAGAR MAIS POR ISSO,  A DL ALEGA QUE EU QUEBREI O APARELHO, INFELIZMENTE ANTES DE COMPRAR SÓ VISITEI O SITE DA EMPRESA QUE CONFESSO ME SENTI SEGURO QUANTO A COMPRA, MAS HOJE VISITANDO SITES COMO O RECLAMEAQUI.COM.BR,  E LENDO DEPOIMENTOS  DE PESSOAS  LESADAS PELA DL, PERCEBO A BESTEIRA QUE FIZ, POR ISSO COLEGAS NÃO RECOMENDO A COMPRA DE PRODUTOS DESSA EMPRESA, ACREDITE SE PRECISAR DE ASSISTENCIA VOCE ESTARA SOZINHO.",-1
"zoom ótico 3x o que considero muito bom para uma camera neste valor, a imagem é otima e o visor tb é grande",1
"Qualidade do som deprimente. Dificil ter conversas com esse telefone. Péssimo para escutar e para falar. Menu não-amigável. Despertador complicado. Péssimo para salvar numeros, chamadas e enviar mensagens. Quem já teve um nokia, jamais vai querer um celular desse.",-1
"Desempenho Custo-Benefício Compatibilidade Conectividade Design Bom bom para empresas Lindooooo.… otima frequencia , bom desepenho",1
"Achei um produto perfeito, quando fui comprar um aparelho de celular cheguei na loja com um outro modelo em mente.Mas, qndo o vi minha opnião mudou na hora.",1
Pelo custo para um primeiro Smartphone poderia ser um pouquinho melhor,-1
"maravilhoso, configuração pefeita do jeito que a gente precisa.",1
Maravilhoso!!!,1
"Muito lindo chegando junto com o concorrente da LG KB775F SCARLET PHONE e Samsung SGH-V805  ;   SGH-I6210  ;  V820L,   que também dispõem da tecnologia de TV Digital no Celular.",1
quase bom,-1
"Comprei dois tablets multilaser um da linha Diamond (16/02/13 ) e o outro linha  Vibe ( dia 13 /12/12), dei para minha filha e sobrinha, o das duas não carregam bateria, não funciona o fone. São tablets recém adquiridos e estão com esta situação, fomos nas lojas que compramos e lá dizem que é para entrar neste site para ter maiores informações. Não posso levar em qualquer lugar para arrumar . Alem destas duas crianças mais um amiguinha comprou igual e está com o mesmo problema. Posso garantir que os dois aparelhos estão em perfeito estado, devido aos cuidados com os mesmos. E pergunto que faço ??? Quem se responsabiliza. ? Aguardo retorno urgente.",-1
"Comprei o produto por que possuo Gravador de DVD da LG, porém a TV não supriu minhas necessidades, uma vez que apresenta no mínimo, qualidade de imagem regular a ruim.
Por fora Bela Viola, por dentro, Pão Bolorento...meio que serve para esta TV, uma pena, pois esteticamente é muito bonita.",-1
"não fiquei satisfeita. Inclusive li outras opniões, que foram bastante positivas, mas provavelmente de pessoas que não sabem o que é uma boa teevisão. Acabei passando pra meu filho de 08 anos que não entende bem diferenciar o bom do ruim.",-1
"Excelente !!!  Recursos jamais vistos juntos em um único celular: Câmera digital de 2.0 Mega Pixels, filmadora digital, rádio FM, gravador, MP3, etc...",1
"é um belo produto, tem que ser mas bem programado pois a programação deixa a desejar tem poucas funções mas da pro gasto não é completo mas da pra uzar.",1
"Não há possibilidade de comprar esse produto.
Por se tratar de um Sony achei que seria uma ótima opção pois tive um Sony Ericsson 580i e gostei de mais... esse porém é um desastre!",-1
"O computador em si é bom, roda rápido (inclusive jogos), e executa todas as tarefas sem travar. A memória de 4 GB permite rodar multitarefas tranquilo.  O problema é a assistência HP. Precisei dela para dois problemas prosaicos: o teclado não era reconhecido e não deixava a máquina inicializar e depois o som saía pelos fones de ouvido e pelos alto falantes embutidos ao mesmo tempo. Nos dois casos a HP mandou apagar os drivers e atualizar o BIOS. Isso me faria perder absolutamente tudo o que já tinha instalado e os arquivos que eu tinha transferido. Questionados se isso resolveria mesmo os problemas, os consultores respondem: ""bem, se isso não resolver a máquina deve ser encaminhada para assistência"". No fim, bastava trocar o dongle (receptor sem fio do teclado"" e ajustar a saída de som do Skype. A conclusão era que eu ia perder tudo da memória duas vezes para nada.",1
"Digamos que ele e um tab essencial para navegação na internet, rodar alguns apps,editar documentos,ver filmes,o tamanho da tela dele é muito bom, da para ter uma visao ampla,apesar dele ser muito pesado e deixar a mao um pouco cansativa, o preço dele e muito elevado aos concorrente com o mesmo desempenho,ou ate melhores!",-1
UM PRODUTO COM PREÇO EXCELENTE E D BOA QUALIDADE,1
Faz pouco tempo que tenho o pc da positivo apesar de esquentar um pouco eu achei ele ótimo!,1
"produto de excelente qualidade, fácil manuseio.",1
"Esse notebook possui varios recursos para o entretenimento, bom para jogos e assistir videos e filmes, possui saída de video HDMI, pela qual pode se conectar o notebook a uma TV LCD ou LED com entradas HDMI. Ótimo para se navegar na internet e tambem para qualquer tipo de trabalho",1
"Parece que estou sozinho para reclamar. O meu é uma lastima o wi fi, já levei a assistencia técnica e nada mudou, aumentei minha conexão e o problema persiste. Não recomendo. A Samsung é muito boa em TV mas, em notbook...",-1
"No geral, acho um equipamento excelente. A ausência do 3G desta versão deve ser observada, pois pode fazer falta para quem deseja utilizar aplicativos de mapas que exigem conexão ou qualquer aplicativo que faz uso da rede, na rua ou em lugares sem internet via wifi. A bateria tem duração média de pouco mais que 1 dia em uso constante. O uso de jogos com gráficos avançados podem diminuir este tempo. Leva entre 1 e 2h para carregar e pode ser utilizado normalmente enquanto carrega (perto da tomada). Exige muito pouco conhecimento técnico do usuário para a maioria das tarefas de configuração e utilização, facilitando o uso do equipamento por pessoas de qualquer idade. Para pessoas que desejam utilizar para trabalhos de faculdade ou criação de documentos que exigem formatação ""detalhada"", não recomendo devido a ausência de um pacote Office 100% compatível (previsto para Novembro/12). Você pode produzir os textos facilmente, inclusive utilizando um teclado sem fio (vendido separadamente), mas não conseguirá formatar este texto corretamente. O equipamento substitui facilmente um notebook/netbook para a grande maioria das pessoas, porém, a conectividade pode dificultar algumas coisas simples como transferir um arquivo para/de um pendrive ou imprimir um documento, devido a ausência de portas USB. Tudo deve ser feito via rede sem fio, mas com o tempo isso passa a não fazer diferença.",1
"Um ótimo celular, confiável e sem firulas.",1
"O mais bonito desing do mercado,ótimo produto,seria perfeito se tivesse conversor",1
"A nokia fun camera (acessorio) tem otima resolução alem de ter flash (os celulares com camera integrada não tem flash), os toques polifonicos tem bom volume, viva voz e alem de não ser pesado e não me arrependo de te-lo comprado!!!",1
Um otimo produto a camera digital eu recomendo,1
É maravilhoso tudo estou a desposição para falar sobre os produtos.,1
"Eu ainda não tenho mas meus amigos comprara, então comecei a mexer e adorei!!!!!!!",1
Produto satisfatório. Bom custo benefício.,1
"Uma verdadeira Ferrari, mas que só anda com combustivel Apple.",1
"Essa máquina tem tudo que eu precisava, além de ser facil de usar a qualidade das fotos e dos vídeos são ótimas!!!",1
"Produto moderno, eficiente e de boa qualidade",1
"É um bom produto, apesar de apesar da lentidão para iniciar alguns aplicativos  .Tem um design interessante e a bateria dura bastante",1
deixou muito a desejar,-1
Otima para assistir DVD e video game!,1
"É uma TV bonita, mas deixa  a desejar em qualidade de som. O som é fundamental em uma TV. Tenho outra da Samsung e dá pra comparar a qualidade: a da Samsung é infinitamente superior.",-1
"A apple zela por seu nome, um excelente computador com design maravilhoso e um sistema operacional super leve, foi a primeira vez que utilizo o sistema Mac e não quero saber de outro sistema operacional.",1
"Excelente produto, menu simples, bons recursos no aparelho.
Visor muito bom.",1
"é de ótimo uso, prático, bateria durável, leve",1
"O que me atraiu a primeira vista foi o design, mas ele não se limita à beleza, mostrou-se um celular eficiente, prático, além de econômico. A bateria dura muito, suas funções são didáticas e seu preço é bastante acessível. Gostei tanto que comprei um para o meu marido também!",1
"Atende as necessidades não sendo de uma marca famosa e sem precedentes.
Acessorios deixam a desejar.",1
"Muito Bom , de baixo custo e com bastante funçoes...",1
"Câmera bonita, com tecnologia touch screen, leve, pequena até. Porém a imagem não sai muito boa quando tirada na claridade. A lente dela tem que estar bem direcionada, focada, para não haver sombra e estragar a foto, ela fica escura, como  se ""manchada"" nas laterais da imagem. Para quem quer uma câmera barata com uma boa bateria, ela é ótima, mas a imagem deixa a desejar de dia. No escuro o flash cumpre com todos os requisitos.",1
se ela não esticesse travando e apagando as fotos seria uma excelente camera,-1
"Positiva - Portabilidade
Negativa - Peso. Deveria ser mais leve",-1
Meu aluno comprou o computador ALL-IN-ONE HP e reclama demais da velocidade com que abre alguns programas convencionais sob plataforma Windows 7 . PRecisava aumentar velocidade de processador e suas memórias SDRAM e NAND FLASH.,-1
Só recomendo para quem quer portabilidade muito mais do que um minimo de desempenho,-1
"Uma tv moderna com designer espetacular , funcionalidade otima e algumas funções para quem quer ver um programa e quer gravar para ver maistarde",1
otimo funcianamento,1
custo beneficio muito bom.,1
produto na minha opiniao poderia sem melhor com mais qualidade de acabamento.,-1
não tenho experienciaalguma..mas meu amigo tem e eu amei..pedi emprestado por um dia..meu sonho e ter um...,1
Custo beneficio é bom até o momento.,1
"Preço alto, com retorno não esperado",-1
"Um lixo, ruim de pegar sinal, a tela dele é horrível, a câmera é pior do que a do meu chinelo.",-1
ja tenho uma tv dessa marca e estou satisfeita,1
Bom,1
"Excelente qualidade, preço muito bom.Recomendo",1
"excelente produto, recomendo a todos, perfeita pra sala pequena ou quarto.",1
"Um dos melhores celulares que ja tive, em se tratando de celular, pois eh fino.",1
MUITO BOM E DE FÁCIL MANUSEIO,1
"Com exatamente 2 meses de uso o equipamento apresentou defeito e foi enviado para a autorizada. A autorizada falou que a placa mãe deveria ser substituída e que demoraria de 10 a 30 dias para o envio da peça mais o tempo de troca da placa. Resultado, preciso do computador para trabalhar e provavelmente vou ficar mais de 1 mês sem ele. Comprei ele no ponto frio por R$1850,00.",-1
"No geral, a tablet fica abaixo do esperado, pq não tem bom hardware, sofre com lentidão na resposta, a câmera é ruim e bateria mediana. O que se salva é a grande variedade dos apps do sistema Android e a liberdade em manipular arquivos do pc com a tablet.",-1
"A televisão em si é boa mas, falta uma aceitação maior dos outros canais sim ser4 da tv aberta.",1
Custo-benefício insatisfatório até o momento.…,-1
"O produto é regular, já que fica lente constantemente e trava quando utilizado a tecla virtual.",-1
"QUANDO ESCOLHI O  PRODUTO CONSIDEREI APENAS O PREÇO POR SER O MAIS ACESSÍVEL, PORÉM AO RECEBER O PRODUTO TIVE A CERTEZA QUE ALÉM DO PREÇO HAVIAM MAIS VANTAGENS TINHA ESCOLHIDO UM PRODUTO DE QUALIDADE.",1
Pelo custo benefício é ótimo.......,1
"apesar do alto valor , configuração excelente",1
excelente,1
PERFEITA em todos os quesitos!!! Ótima aquisição e consegui por um ótimo preço e com garantia na Fast Shop!!!!,1
"o produto é muito bom, atende as espctativas de que estuda ou trabalha é precisa de um net, para estar conectado",1
"Estou afim de comprar um tablet samsung galaxy, mas as avaliações que venho olhando não são das melhores o que diminui mais ainda as chances deu comprá-lo. ou seja, vai ser o jeito eu comprar um tablet da Apple.
tenho um samsung galaxy 5, e ele é ótimo, por isso gostaria de trocar de produto, mas continuar com o mesmo sistema operacional.",-1
Péssimo produto. Nem a assistência técnica sabe resolver. Disseram que os problemas são do próprio aparelho.,-1
"Estou louco por este Ipad!!!!!!
Gostaria muito de ter ele!!!
Apesar de não ter, recomendo sim este produto! É lindo, chique, prático e incrivel!!!!!
Quero muito O Ipad 4",1
"produto de custo beneficio excelente,mas so para navegar e pequenos trabalhos.",1
"Pela aparência e características parece ser um bom produto, de grande utilidade, ocupa pouco espaço e tem um designer atraente, porém o meu veio com alguns problemas, bom ao meu ver isso é um tipo de problema que mesmo tento todo apoio e assistência não funcionou muito, ele fica atualizando constantemente, mesmo fazendo vários ajustes oferecidos pelos técnicos da Hp e por outros que entendem melhor do que eu ele sempre volta a ficar atualizando, e isso as vezes demora horas e detalhe isso é quase todo dia e tem dias que é toda vez que ligo, quando vou desligar haja espera.
No restante funcionou bem.
Pra dizer a verdade fiquei satisfeito com o atendimento da HP, pacientes, educados e o melhor estão realmente disposto a ajudar, retornam as ligações e fazem uma boa pesquisa de campo e fornecem instruções detalhadas.",1
"É um produto de muita qualidade, uma marca confiável.
A duração da bateria é ótima, capaz de ficar até 4 dias com a mesma carga. Adorei esse aparelho RECOMENDO!",1
"Engodo completo. Para uma câmera com 8.1 megapixels as imagens são ruins. As imagens têm uma definição bem inferior à minha câmera de 3.2 megapixels.
Tem muitas funções, mas de nada adiantam.
Trocarei por outra",-1
"imagem excelente,consumo baixo,varias entradas hdmi
mas o smart faz passar raiva nem uso:falha a conexão com roteador,digitar com controle é insuportável,só aceita mouse e telhado original,falta memoria...",-1
"Tenho uma TV AOC 26, que pifou em menos de 3 meses de uso (não liga). A assistencia tecnica não tinha peças para conserto e nem ela, nem o SAC da AOC podem informar qual o prazo de entrega de peças. Resultado é que ficou mais de 15 dias e em menos de 1 semana apresentou o mesmo defeito e já está com mais de 20 dias e assistencia tecnica não tem a mínima ideia de quando terá a peça apenas falou que é melhor não ligar e esperar que eles retornam????
Não dá para confiar numa empresa assim!!!!!!!",-1
"gostei,mas a loja poderia por mais opçoes de cores do produto",1
Mais barato que o IPAD e tão bom quanto,1
"Prático, Design clean e hardware de altíssima qualidade",1
Produto extremamente saudável para um PC de baixo custo. Excelente para Atividades empresariais que requerem menor consumo de processamento.,1
O produto atende de modo bastante completo a minha expectativa que eu tinha em relação ao mesmo. Estou satisfeito com a aquisição.,1
"Produto com design muito bem elaborado e funcional, aliado a um conjunto potente de hardware, o que estimula seu uso tanto para divertimento quanto para trabalho.",1
È muito bom eu recomendo.,1
"Computador ultrapassado, pesado, e lento.",-1
"Pelo preço que está no mercado, vale a pena comprar esta câmera. Satisfez todas as minhas expectativas, e se compara com outras câmeras de 4 megapixels muito mais caras.",1
bom e caro,-1
"Até agora mostrou-se um note excelente, eu já tive um dell latitude e não me arrependo de ter trocado ele por esse da cce, alem de ser bem rápido a bateria dele durou mais do que o dell antigo que eu tinha.
Recomendo a compra pois alem de ser mais barato ele entrega o que promete: desempenho por um preço justo, não se prendam as marcas pois todas elas usam os mesmos componentes.",1
O produto é bom mas falta assistencia tecnica séria na região.,1
é um produto de muita qualidade e muito eficeiente,1
"Ótima, mas poderia ser a bateria.",1
"Muito bacana, a tv é ótima. Imagens linda em HD. Quem tem Sky HD conectada nessa tv, tem um cinema em casa é um espetáculo.",1
Quem precisa de um netbook compra na maior confiança pois e otmo,1
"Estou para ver melhor custo benefício, o touch é perfeito, ele é rápido, superportátil, leve e bonito... Enfim, é o produto mais prático que eu já conheci.
A sansung se superou, a câmera fotográfica tem uma boa resolução e a gravação de vídeos é show de bola, a conectividade é fora de série e todo dia descubro um aplicativo interessante.
A bateria dura cerca de 4 horas para uso intermitente, mas em stand by não consome quase nada.
Comprei o aparelho para a minha filha e acabei dominando.",1
gastei meus pontos a toa podia ter esperadop mais,-1
Na minha opinião o produto oferece ótimo custo benefício e o investimento vale a pena.,1
UM PRODUTO DE MUITA TECNOLOGIA E QUALIDADE  MUITO PRATICO POISÉ DE MUITO FACIL USO ALEM DE TODA TRADIÇÃO E CONFIANÇA SONY ERICSSON,1
"exelente facil de manejar, principalmente para um principiante como eu gostei muito estou satisfeito com a aquisição.",1
maravilhoso...dentro do esperado,1
Tudo que eu tenho a dizer ele é Otimo,1
"Otimo aparelho,cumpriu o que prometeu,otimas imagens para filmes e programas e nao deixa na mão quem quer jogar um joguinhu de ultima geração",1
melhorando a placa de video ficaria maravilhoso para trabalhos de desenho grafico e cartografico.,1
"Excelente PIM, péssimo telefone, se pensa em unir um gerenciador de informações pessoais com um celular, o mau desempenho do celular não compensa!",-1
"Se você está pensando em comprar este smartphone pelo preço visando atualização para Android 2.x, esqueça. Não vai haver atualização oficial e as atualizações alternativas podem até funcionar, mas apresentam riscos e perda de garantia.",-1
"Fina, elegante e barata. TV perfeita pra quer quer um pouco mais de qualidade com um preço mais acessivel, mais não espere muita coisa não.",1
"Belo produto, mas procure com outro processador o amd e muito lento!!!",1
"Gostei muito desta maquina, pelo seu custo benefício.",1
Excelente produto para manter a pessoa conectada ao mundo da internet.,1
"Um imagem vale mais que mil palavras. Quem tem dúvida sobre a qualidade das fotos desta câmera acesse o link: http://www.flickr.com/cameras/pentax/optio_e10/
Obs: É preciso ler atentamente o manual de instruções. Qualquer regulagem indevida ao ambiente ocasionará fotos com deficiência.
O modo Macro também, é de ótima qualidade proporcionando fotos incríveis de flores, insetos e pequenos objetos!",1
"Leve, facil de manusear, prático, super fino, não incomoda no bolso,seguro, nao cogitado para roubo, este sim é o Celular de verdade",1
excelente!!! última geração!,1
